Date,Open,High,Low,Close,Adj Close,Volume
2017-06-14,108.000000,108.500000,107.500000,108.000000,94.743279,9389000
2017-06-15,108.000000,108.500000,107.500000,108.500000,95.181908,8560000
2017-06-16,107.500000,108.000000,107.500000,107.500000,94.304657,5616000
2017-06-19,107.500000,108.000000,107.500000,108.000000,94.743279,5930000
2017-06-20,108.000000,108.000000,107.500000,107.500000,94.304657,6514000
2017-06-21,107.500000,108.500000,107.000000,107.500000,94.304657,12736000
2017-06-22,108.000000,108.500000,107.500000,108.500000,95.181908,8722000
2017-06-23,108.500000,108.500000,108.000000,108.500000,95.181908,5932000
2017-06-26,108.500000,109.000000,108.000000,109.000000,95.620537,10404000
2017-06-27,109.000000,109.000000,108.000000,109.000000,95.620537,9641000
2017-06-28,108.500000,109.000000,108.000000,108.500000,95.181908,7430000
2017-06-29,108.500000,109.000000,107.500000,108.000000,94.743279,6214000
2017-06-30,107.500000,108.500000,106.500000,108.000000,94.743279,12153000
2017-07-03,108.000000,109.000000,107.500000,109.000000,95.620537,6824000
2017-07-04,108.500000,109.000000,108.000000,108.000000,94.743279,8087000
2017-07-05,108.000000,109.000000,108.000000,109.000000,95.620537,8295000
2017-07-06,109.000000,109.000000,108.500000,108.500000,95.181908,7754000
2017-07-07,108.500000,109.000000,108.000000,108.500000,95.181908,7371000
2017-07-10,108.500000,109.000000,108.000000,108.500000,95.181908,8210000
2017-07-11,108.500000,109.000000,108.000000,109.000000,95.620537,18377000
2017-07-12,109.000000,109.500000,108.500000,109.000000,95.620537,16891000
2017-07-13,109.000000,109.500000,109.000000,109.500000,96.059166,17433000
2017-07-14,109.500000,110.000000,109.000000,109.500000,96.059166,10939000
2017-07-17,109.500000,110.500000,109.500000,110.000000,96.497787,20865000
2017-07-18,110.000000,111.000000,109.500000,110.500000,96.936409,13831000
2017-07-19,110.500000,111.000000,109.500000,110.000000,96.497787,15415000
2017-07-20,110.000000,110.000000,109.000000,109.500000,96.059166,20628000
2017-07-21,104.500000,105.000000,103.500000,103.500000,95.087067,16726000
2017-07-24,103.500000,104.000000,103.000000,103.500000,95.087067,13836000
2017-07-25,103.500000,104.000000,103.000000,103.500000,95.087067,6314000
2017-07-26,103.500000,104.000000,103.000000,103.500000,95.087067,7481000
2017-07-27,103.500000,104.000000,103.000000,103.500000,95.087067,7548000
2017-07-28,103.500000,103.500000,102.500000,103.000000,94.627708,8962000
2017-07-31,103.000000,103.000000,102.000000,102.000000,93.708992,12807000
2017-08-01,102.500000,102.500000,102.000000,102.000000,93.708992,11889000
2017-08-02,102.500000,102.500000,101.500000,102.000000,93.708992,12326000
2017-08-03,101.500000,102.000000,101.500000,102.000000,93.708992,7972000
2017-08-04,102.000000,102.500000,102.000000,102.500000,94.168350,4476000
2017-08-07,102.500000,102.500000,102.000000,102.000000,93.708992,5731000
2017-08-08,102.000000,102.500000,102.000000,102.500000,94.168350,4422000
2017-08-09,102.500000,102.500000,102.000000,102.000000,93.708992,4495000
2017-08-10,102.000000,102.500000,102.000000,102.000000,93.708992,6505000
2017-08-11,102.000000,102.500000,101.500000,102.000000,93.708992,5283000
2017-08-14,102.500000,102.500000,102.000000,102.000000,93.708992,4386000
2017-08-15,102.000000,102.500000,102.000000,102.500000,94.168350,3379000
2017-08-16,102.500000,102.500000,102.000000,102.500000,94.168350,5785000
2017-08-17,102.500000,102.500000,102.000000,102.500000,94.168350,2761000
2017-08-18,103.000000,103.000000,102.500000,102.500000,94.168350,4922000
2017-08-21,103.000000,103.000000,102.500000,102.500000,94.168350,2557463
2017-08-22,103.000000,103.000000,102.500000,103.000000,94.627708,2948346
2017-08-23,103.000000,103.000000,102.500000,103.000000,94.627708,6140636
2017-08-24,103.000000,103.000000,102.500000,103.000000,94.627708,5042088
2017-08-25,103.000000,103.500000,102.500000,103.500000,95.087067,3631409
2017-08-28,103.500000,104.000000,103.500000,104.000000,95.546425,6190586
2017-08-29,104.000000,104.000000,103.500000,104.000000,95.546425,5876780
2017-08-30,104.000000,104.500000,104.000000,104.500000,96.005783,6455890
2017-08-31,104.500000,105.000000,104.000000,105.000000,96.465141,8825402
2017-09-01,104.500000,105.000000,104.500000,104.500000,96.005783,6094347
2017-09-04,104.500000,105.000000,104.500000,105.000000,96.465141,4677747
2017-09-05,105.000000,105.000000,104.000000,104.500000,96.005783,8637350
2017-09-06,104.500000,105.000000,104.000000,104.000000,95.546425,5518144
2017-09-07,104.000000,104.500000,104.000000,104.500000,96.005783,5067988
2017-09-08,104.500000,105.000000,104.000000,105.000000,96.465141,8875624
2017-09-11,104.500000,105.000000,104.500000,104.500000,96.005783,4819124
2017-09-12,105.000000,105.000000,104.500000,104.500000,96.005783,5463326
2017-09-13,104.500000,105.000000,104.000000,104.000000,95.546425,4413875
2017-09-14,104.000000,104.500000,104.000000,104.000000,95.546425,3699240
2017-09-15,104.000000,104.500000,104.000000,104.500000,96.005783,6608850
